ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
590,9,150,Speck,è,jung,W,Fischingen TG,TG03,VFKD,150_Speck_è_jung_W_Fischingen_TG03_VFKD.flac,Lautung,Vokale,Speck,150
591,9,184,Nase,Naase,alt,W,Gränichen AG,AG05,LVXL,184_Nase_Naase_alt_W_Gränichen_AG05_LVXL.flac,Lautung,Vokale,Nase,184
592,2,30,nichts,nünt,jung,M,Oberriet SG,SG07,EWCC,030_nichts_nünt_jung_M_Oberriet_SG07_EWCC.flac,Wortschatz,Häufige Wörter,nichts,30
593,5,84,Heidelbeere,Höibe(e)ri,jung,W,Marbach LU,LU03,AISI,084_Heidelbeere_Höibe(e)ri_jung_W_Marbach_LU03_AISI.flac,Wortschatz,Essen und Trinken,Heidelbeere,84
594,13,266,"tragen, getragen","trääge, treit träit",jung,W,Frick AG,AG04,VOZO,"266_tragen,_getragen_trääge,_treit_träit_jung_W_Frick_AG04_VOZO.flac",Grammatik,Verb,"tragen, getragen",266
595,7,132,kneifen,zwenggu,jung,M,Brig + Ried VS,VS03,TFRP,132_kneifen_zwenggu_jung_M_Brig___Ried_VS03_TFRP.flac,Wortschatz,Gesellschaft,kneifen,132
596,2,42,herauf,uni,alt,W,Appenzell AI,AI01,XVBP,042_herauf_uni_alt_W_Appenzell_AI01_XVBP.flac,Wortschatz,Häufige Wörter,herauf,42
597,23,362,Vergleichstext,Lesesprache,jung,W,Schmitten GR,GR07,OKWW,362_Vergleichstext_Lesesprache_jung_W_Schmitten_GR07_OKWW.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
598,20,340,Grussformeln (mittags),Tagwoll,jung,W,Brig + Ried VS,VS03,PGMA,340_Grussformeln_(mittags)_Tagwoll_jung_W_Brig___Ried_VS03_PGMA.flac,Sprache im Alltag,Grussformeln,Grussformeln (mittags),340
599,9,198,Füsse,ie,alt,M,Ernen VS,VS02,OPGH,198_Füsse_ie_alt_M_Ernen_VS02_OPGH.flac,Lautung,Vokale,Füsse,198
600,5,82,Überrest eines Apfels,Bätzi,jung,W,Langnau BE,BE15,LEGF,082_Überrest_eines_Apfels_Bätzi_jung_W_Langnau_BE15_LEGF.flac,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
601,3,56,Heuschrecke,Heustuffel,alt,W,Grindelwald BE,BE10,KCUO,056_Heuschrecke_Heustuffel_alt_W_Grindelwald_BE10_KCUO.flac,Wortschatz,Tier,Heuschrecke,56
602,13,260,kommen (Plural),-e -et -e,jung,W,Langnau BE,BE15,LEGF,260_kommen_(Plural)_-e_-et_-e_jung_W_Langnau_BE15_LEGF.flac,Grammatik,Verb,kommen (Plural),260
603,7,128,Kuss,Müntschi,alt,W,Münchenbuchsee BE,BE18,FAHE,128_Kuss_Müntschi_alt_W_Münchenbuchsee_BE18_FAHE.flac,Wortschatz,Gesellschaft,Kuss,128
604,6,118,urinieren,pisse,jung,M,Davos-Frauenkirch GR,GR03,DHAM,118_urinieren_pisse_jung_M_Davos-Frauenkirch_GR03_DHAM.flac,Wortschatz,Mensch,urinieren,118
605,3,52,Eidechse,Dachlatta,jung,W,Blatten VS,VS01,YGDB,052_Eidechse_Dachlatta_jung_W_Blatten_VS01_YGDB.flac,Wortschatz,Tier,Eidechse,52
606,10,224,folgen,fouge,alt,W,Sumiswald BE,BE22,BBCP,224_folgen_fouge_alt_W_Sumiswald_BE22_BBCP.flac,Lautung,Konsonanten,folgen,224
606,10,224,folgen,fouge,alt,W,Sumiswald BE,BE22,BBCP,224_folgen_fouge_alt_W_Sumiswald_BE22_BBCP.flac,Lautung,Konsonanten,folgen,224
607,7,130,Ohrfeige,Tschaff,jung,W,Bosco Gurin TI,TI01,FVIK,130_Ohrfeige_Tschaff_jung_W_Bosco_Gurin_TI01_FVIK.flac,Wortschatz,Gesellschaft,Ohrfeige,130
608,18,334,Es kommt regnen,es chunt cho rägne,jung,M,Bern BE,BE03,HFSV,334_Es_kommt_regnen_es_chunt_cho_rägne_jung_M_Bern_BE03_HFSV.flac,Grammatik,Satzbau,Es kommt regnen,334
609,3,44,Hahn,Güli,alt,M,Einsiedeln SZ,SZ01,GAUD,044_Hahn_Güli_alt_M_Einsiedeln_SZ01_GAUD.flac,Wortschatz,Tier,Hahn,44
610,23,362,Vergleichstext,Lesesprache,jung,W,Winterthur ZH,ZH06,UFAM,362_Vergleichstext_Lesesprache_jung_W_Winterthur_ZH06_UFAM.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
611,6,110,Quetschfleck,(blaue) Blätz,alt,M,Jaun FR,FR04,MRDQ,110_Quetschfleck_(blaue)_Blätz_alt_M_Jaun_FR04_MRDQ.flac,Wortschatz,Mensch,Quetschfleck,110
612,18,322,Mirjams Hut,Mirjams Huet,jung,M,Saanen-Gstaad BE,BE20,OTGL,322_Mirjams_Hut_Mirjams_Huet_jung_M_Saanen-Gstaad_BE20_OTGL.flac,Grammatik,Satzbau,Mirjams Hut,322
613,2,38,in-zu,z,alt,M,Sumiswald BE,BE22,FXKN,038_in-zu_z_alt_M_Sumiswald_BE22_FXKN.flac,Wortschatz,Häufige Wörter,in-zu,38
614,14,274,Tanne Plural,Tannu Tanne,alt,W,Turtmann VS,VS09,SION,274_Tanne_Plural_Tannu_Tanne_alt_W_Turtmann_VS09_SION.flac,Grammatik,Substantiv,Tanne Plural,274
615,4,60,Löwenzahn,Süüblueme±,alt,M,Adelboden BE,BE02,BGTK,060_Löwenzahn_Süüblueme-_alt_M_Adelboden_BE02_BGTK.flac,Wortschatz,Haus und Garten,Löwenzahn,60
616,23,362,Vergleichstext,Lesesprache,alt,W,Münchenbuchsee BE,BE18,CYKL,362_Vergleichstext_Lesesprache_alt_W_Münchenbuchsee_BE18_CYKL.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
617,10,236,Fenster,en ìn,jung,M,Igis GR,GR04,HVLO,236_Fenster_en_ìn_jung_M_Igis_GR04_HVLO.flac,Lautung,Konsonanten,Fenster,236
618,13,262,haben (Plural),häi häind häind,alt,M,Lungern OW,OW02,BDJF,262_haben_(Plural)_häi_häind_häind_alt_M_Lungern_OW02_BDJF.flac,Grammatik,Verb,haben (Plural),262
619,5,94,Käsekruste,Schaba,alt,M,Lauterbrunnen BE,BE16,KDEU,094_Käsekruste_Schaba_alt_M_Lauterbrunnen_BE16_KDEU.flac,Wortschatz,Essen und Trinken,Käsekruste,94
620,6,110,Quetschfleck,Blueterguss±,alt,M,Brig + Ried VS,VS03,TYEY,110_Quetschfleck_Blueterguss-_alt_M_Brig___Ried_VS03_TYEY.flac,Wortschatz,Mensch,Quetschfleck,110
621,10,234,Hund,ng,jung,M,Konolfingen BE,BE13,CNCW,234_Hund_ng_jung_M_Konolfingen_BE13_CNCW.flac,Lautung,Konsonanten,Hund,234
622,6,106,Wange,Wang,alt,M,Grindelwald BE,BE10,RVPF,106_Wange_Wang_alt_M_Grindelwald_BE10_RVPF.flac,Wortschatz,Mensch,Wange,106
623,4,62,begiessen,träiche,alt,W,Davos-Frauenkirch GR,GR03,NDWO,062_begiessen_träiche_alt_W_Davos-Frauenkirch_GR03_NDWO.flac,Wortschatz,Haus und Garten,begiessen,62
624,14,274,Tanne Plural,Tanna Tanna,alt,W,Schmitten GR,GR07,YLOG,274_Tanne_Plural_Tanna_Tanna_alt_W_Schmitten_GR07_YLOG.flac,Grammatik,Substantiv,Tanne Plural,274
625,9,180,bauen,ùu,alt,M,Bettlach SO,SO01,ZCEZ,180_bauen_ùu_alt_M_Bettlach_SO01_ZCEZ.flac,Lautung,Vokale,bauen,180
626,17,306,"drei Männer, Frauen, Kinder",drüü drüü dröü,alt,M,Teufen AR,AR02,JDKE,"306_drei_Männer,_Frauen,_Kinder_drüü_drüü_dröü_alt_M_Teufen_AR02_JDKE.flac",Grammatik,Genus,"drei Männer, Frauen, Kinder",306
627,7,126,Kosewort,Schätzli±,jung,W,Zweisimmen BE,BE25,NQPL,126_Kosewort_Schätzli-_jung_W_Zweisimmen_BE25_NQPL.flac,Wortschatz,Gesellschaft,Kosewort,126
628,20,342,Grussformeln (nachmittags),Hoi,jung,W,Oberriet SG,SG07,JASL,342_Grussformeln_(nachmittags)_Hoi_jung_W_Oberriet_SG07_JASL.flac,Sprache im Alltag,Grussformeln,Grussformeln (nachmittags),342
629,13,266,"tragen, getragen","trääge, tret",alt,W,Reckingen VS,VS04,KDYB,"266_tragen,_getragen_trääge,_tret_alt_W_Reckingen_VS04_KDYB.flac",Grammatik,Verb,"tragen, getragen",266
630,14,280,Postauto Plural,Poschi,jung,W,Sumiswald BE,BE22,BLZL,280_Postauto_Plural_Poschi_jung_W_Sumiswald_BE22_BLZL.flac,Grammatik,Substantiv,Postauto Plural,280
631,13,266,"tragen, getragen","trääge, gitreit",jung,W,Visp VS,VS10,CICD,"266_tragen,_getragen_trääge,_gitreit_jung_W_Visp_VS10_CICD.flac",Grammatik,Verb,"tragen, getragen",266
632,6,114,Schluckauf,Hixgi Hixger±,jung,M,Willisau LU,LU06,TIXC,114_Schluckauf_Hixgi_Hixger-_jung_M_Willisau_LU06_TIXC.flac,Wortschatz,Mensch,Schluckauf,114
633,6,110,Quetschfleck,Putsch,alt,W,Thusis GR,GR08,BKNV,110_Quetschfleck_Putsch_alt_W_Thusis_GR08_BKNV.flac,Wortschatz,Mensch,Quetschfleck,110
634,7,124,Glasmurmeln,Glugger,alt,W,Basel BS,BS01,EJSR,124_Glasmurmeln_Glugger_alt_W_Basel_BS01_EJSR.flac,Wortschatz,Gesellschaft,Glasmurmeln,124
635,9,148,Wespe,ä,jung,M,Langenthal BE,BE14,NUCN,148_Wespe_ä_jung_M_Langenthal_BE14_NUCN.flac,Lautung,Vokale,Wespe,148
636,17,306,"drei Männer, Frauen, Kinder",drei drei drui,jung,W,Engelberg OW,OW01,HLFM,"306_drei_Männer,_Frauen,_Kinder_drei_drei_drui_jung_W_Engelberg_OW01_HLFM.flac",Grammatik,Genus,"drei Männer, Frauen, Kinder",306
637,7,122,Puppe,Mousa,alt,M,Jaun FR,FR04,MRDQ,122_Puppe_Mousa_alt_M_Jaun_FR04_MRDQ.flac,Wortschatz,Gesellschaft,Puppe,122
638,9,180,bauen,ui,jung,W,Stans + Oberdorf NW,NW01,LAOE,180_bauen_ui_jung_W_Stans___Oberdorf_NW01_LAOE.flac,Lautung,Vokale,bauen,180
639,4,78,Sofa,Polstergruppe,alt,M,Frutigen BE,BE09,NPQC,078_Sofa_Polstergruppe_alt_M_Frutigen_BE09_NPQC.flac,Wortschatz,Haus und Garten,Sofa,78
640,20,338,Grussformeln (morgens),Tschau,jung,W,Bosco Gurin TI,TI01,MCMB,338_Grussformeln_(morgens)_Tschau_jung_W_Bosco_Gurin_TI01_MCMB.flac,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
641,9,176,Mäuse,ui,alt,W,Engelberg OW,OW01,AGAO,176_Mäuse_ui_alt_W_Engelberg_OW01_AGAO.flac,Lautung,Vokale,Mäuse,176
642,17,310,Migros,die,jung,W,Escholzmatt LU,LU91,GYBZ,310_Migros_die_jung_W_Escholzmatt_LU91_GYBZ.flac,Grammatik,Genus,Migros,310
643,9,198,Füsse,üä,jung,M,Muotathal SZ,SZ03,FJJI,198_Füsse_üä_jung_M_Muotathal_SZ03_FJJI.flac,Lautung,Vokale,Füsse,198
644,5,100,Bonbon,Bummeli,jung,W,Laufen BL,BL03,ROPY,100_Bonbon_Bummeli_jung_W_Laufen_BL03_ROPY.flac,Wortschatz,Essen und Trinken,Bonbon,100
645,7,138,Taschentuch,Nastüechli,alt,W,Unterschächen UR,UR03,ZPGU,138_Taschentuch_Nastüechli_alt_W_Unterschächen_UR03_ZPGU.flac,Wortschatz,Gesellschaft,Taschentuch,138
646,23,362,Vergleichstext,Lesesprache,alt,W,Menziken AG,AG06,BOUD,362_Vergleichstext_Lesesprache_alt_W_Menziken_AG06_BOUD.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
647,23,362,Vergleichstext,Lesesprache,jung,W,Horgen ZH,ZH03,GHLF,362_Vergleichstext_Lesesprache_jung_W_Horgen_ZH03_GHLF.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
648,10,232,finden,n,alt,W,Düdingen FR,FR01,LOHZ,232_finden_n_alt_W_Düdingen_FR01_LOHZ.flac,Lautung,Konsonanten,finden,232
649,23,362,Vergleichstext,Lesesprache,alt,W,Saanen-Gstaad BE,BE20,JNDD,362_Vergleichstext_Lesesprache_alt_W_Saanen-Gstaad_BE20_JNDD.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
650,14,284,Hündchen,Hundeli,alt,W,Zweisimmen BE,BE25,JEAL,284_Hündchen_Hundeli_alt_W_Zweisimmen_BE25_JEAL.flac,Grammatik,Substantiv,Hündchen,284
651,3,52,Eidechse,Schwickerli,alt,M,Vals GR,GR09,OYUZ,052_Eidechse_Schwickerli_alt_M_Vals_GR09_OYUZ.flac,Wortschatz,Tier,Eidechse,52
652,6,114,Schluckauf,Hitzgi Hitzger±,jung,M,Fischingen TG,TG03,AWMO,114_Schluckauf_Hitzgi_Hitzger-_jung_M_Fischingen_TG03_AWMO.flac,Wortschatz,Mensch,Schluckauf,114
653,18,322,Mirjams Hut,de(r) Mirjam sine Huet,jung,M,Oberriet SG,SG07,EWCC,322_Mirjams_Hut_de(r)_Mirjam_sine_Huet_jung_M_Oberriet_SG07_EWCC.flac,Grammatik,Satzbau,Mirjams Hut,322
654,5,90,Kartoffel,Häärperu,jung,M,Bosco Gurin TI,TI01,SSQE,090_Kartoffel_Häärperu_jung_M_Bosco_Gurin_TI01_SSQE.flac,Wortschatz,Essen und Trinken,Kartoffel,90
655,9,146,Achse,á,jung,W,Wil SG,SG12,JCQC,146_Achse_á_jung_W_Wil_SG12_JCQC.flac,Lautung,Vokale,Achse,146
656,9,196,Bruder,ua,alt,W,Churwalden GR,GR02,IKIA,196_Bruder_ua_alt_W_Churwalden_GR02_IKIA.flac,Lautung,Vokale,Bruder,196
657,5,88,Zwiebel,Zibele±,jung,W,Sumiswald BE,BE22,BLZL,088_Zwiebel_Zibele-_jung_W_Sumiswald_BE22_BLZL.flac,Wortschatz,Essen und Trinken,Zwiebel,88
658,14,286,Bernerin,Bärnere,jung,M,Bern BE,BE03,HFSV,286_Bernerin_Bärnere_jung_M_Bern_BE03_HFSV.flac,Grammatik,Substantiv,Bernerin,286
659,23,362,Vergleichstext,Lesesprache,jung,M,Frutigen BE,BE09,GKBV,362_Vergleichstext_Lesesprache_jung_M_Frutigen_BE09_GKBV.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
660,16,302,meine Cousine,mini,jung,W,Huttwil BE,BE11,TSPB,302_meine_Cousine_mini_jung_W_Huttwil_BE11_TSPB.flac,Grammatik,Pronomen,meine Cousine,302
661,17,318,Pult,der,alt,W,Ermatingen TG,TG02,AHQM,318_Pult_der_alt_W_Ermatingen_TG02_AHQM.flac,Grammatik,Genus,Pult,318
662,23,362,Vergleichstext,Lesesprache,alt,W,Niederbipp BE,BE19,FVTU,362_Vergleichstext_Lesesprache_alt_W_Niederbipp_BE19_FVTU.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
663,11,248,Militär,MilitÄr,jung,W,Brugg AG,AG03,RWZQ,248_Militär_MilitÄr_jung_W_Brugg_AG03_RWZQ.flac,Lautung,Prosodie,Militär,248
664,9,190,Frauen,ouw-palatalisiert,alt,M,Lauterbrunnen BE,BE16,HZVF,190_Frauen_ouw-palatalisiert_alt_M_Lauterbrunnen_BE16_HZVF.flac,Lautung,Vokale,Frauen,190
665,20,340,Grussformeln (mittags),(En) Guete Mittag,jung,W,Möhlin AG,AG08,TVZQ,340_Grussformeln_(mittags)_(En)_Guete_Mittag_jung_W_Möhlin_AG08_TVZQ.flac,Sprache im Alltag,Grussformeln,Grussformeln (mittags),340
666,9,200,tief,ie,jung,M,Gelterkinden BL,BL02,WTEK,200_tief_ie_jung_M_Gelterkinden_BL02_WTEK.flac,Lautung,Vokale,tief,200
667,23,362,Vergleichstext,Lesesprache,alt,W,Brig + Ried VS,VS03,ZVDJ,362_Vergleichstext_Lesesprache_alt_W_Brig___Ried_VS03_ZVDJ.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
668,7,132,kneifen,pfätze,alt,W,Basel BS,BS01,MOHG,132_kneifen_pfätze_alt_W_Basel_BS01_MOHG.flac,Wortschatz,Gesellschaft,kneifen,132
669,14,278,Bett Plural,Bette,alt,M,Spreitenbach AG,AG09,JIQI,278_Bett_Plural_Bette_alt_M_Spreitenbach_AG09_JIQI.flac,Grammatik,Substantiv,Bett Plural,278
670,18,334,Es kommt regnen,es chunt ga rägne,jung,W,St. Niklaus VS,VS08,EUGJ,334_Es_kommt_regnen_es_chunt_ga_rägne_jung_W_St._Niklaus_VS08_EUGJ.flac,Grammatik,Satzbau,Es kommt regnen,334
671,10,230,Darm,rum,jung,W,Bosco Gurin TI,TI01,MCMB,230_Darm_rum_jung_W_Bosco_Gurin_TI01_MCMB.flac,Lautung,Konsonanten,Darm,230
672,23,362,Vergleichstext,Lesesprache,alt,W,Schwyz SZ,SZ04,KETC,362_Vergleichstext_Lesesprache_alt_W_Schwyz_SZ04_KETC.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
673,13,266,"tragen, getragen","trääge, treet",jung,W,Oberriet SG,SG07,JASL,"266_tragen,_getragen_trääge,_treet_jung_W_Oberriet_SG07_JASL.flac",Grammatik,Verb,"tragen, getragen",266
674,4,66,Pfütze,Gunte,alt,M,Altdorf UR,UR01,EVQN,066_Pfütze_Gunte_alt_M_Altdorf_UR01_EVQN.flac,Wortschatz,Haus und Garten,Pfütze,66
675,2,42,herauf,uecha,alt,M,Zweisimmen BE,BE25,TUSD,042_herauf_uecha_alt_M_Zweisimmen_BE25_TUSD.flac,Wortschatz,Häufige Wörter,herauf,42
676,2,40,nach-auf,nach,alt,M,Plaffeien FR,FR06,PDLD,040_nach-auf_nach_alt_M_Plaffeien_FR06_PDLD.flac,Wortschatz,Häufige Wörter,nach-auf,40
677,3,54,Biene,Biili,jung,W,Muotathal SZ,SZ03,OASX,054_Biene_Biili_jung_W_Muotathal_SZ03_OASX.flac,Wortschatz,Tier,Biene,54
678,4,78,Sofa,Ottomane,alt,M,Adelboden BE,BE02,BGTK,078_Sofa_Ottomane_alt_M_Adelboden_BE02_BGTK.flac,Wortschatz,Haus und Garten,Sofa,78
679,13,262,haben (Plural),händ händ händ,alt,W,Bremgarten + Widen + Zufikon AG,AG02,WRWX,262_haben_(Plural)_händ_händ_händ_alt_W_Bremgarten___Widen___Zufikon_AG02_WRWX.flac,Grammatik,Verb,haben (Plural),262
680,4,78,Sofa,Ruebett(li),jung,W,Grindelwald BE,BE10,SDYX,078_Sofa_Ruebett(li)_jung_W_Grindelwald_BE10_SDYX.flac,Wortschatz,Haus und Garten,Sofa,78
681,7,136,plaudern,lafere,alt,M,Solothurn SO,SO04,AWLY,136_plaudern_lafere_alt_M_Solothurn_SO04_AWLY.flac,Wortschatz,Gesellschaft,plaudern,136
682,4,64,Giesskanne,Gspritzu,jung,M,Bosco Gurin TI,TI01,UPAW,064_Giesskanne_Gspritzu_jung_M_Bosco_Gurin_TI01_UPAW.flac,Wortschatz,Haus und Garten,Giesskanne,64
683,5,94,Käsekruste,Bödeli±,alt,W,Blumenstein BE,BE05,HUYI,094_Käsekruste_Bödeli-_alt_W_Blumenstein_BE05_HUYI.flac,Wortschatz,Essen und Trinken,Käsekruste,94
684,9,176,Mäuse,ui,jung,W,Engelberg OW,OW01,HLFM,176_Mäuse_ui_jung_W_Engelberg_OW01_HLFM.flac,Lautung,Vokale,Mäuse,176
685,2,28,hier,daa,alt,W,Bülach ZH,ZH02,NUHA,028_hier_daa_alt_W_Bülach_ZH02_NUHA.flac,Wortschatz,Häufige Wörter,hier,28
686,5,90,Kartoffel,Härdöpfel±,jung,M,Langnau BE,BE15,VGMD,090_Kartoffel_Härdöpfel-_jung_M_Langnau_BE15_VGMD.flac,Wortschatz,Essen und Trinken,Kartoffel,90
687,5,82,Überrest eines Apfels,Gröibschi,jung,W,Aarberg BE,BE01,TPJS,082_Überrest_eines_Apfels_Gröibschi_jung_W_Aarberg_BE01_TPJS.flac,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
688,4,72,schaukeln,gglangge,alt,M,St. Niklaus VS,VS08,BNOH,072_schaukeln_gglangge_alt_M_St._Niklaus_VS08_BNOH.flac,Wortschatz,Haus und Garten,schaukeln,72
689,9,166,Käse,ee,alt,W,Zermatt VS,VS11,IJMG,166_Käse_ee_alt_W_Zermatt_VS11_IJMG.flac,Lautung,Vokale,Käse,166
690,2,42,herauf,u(u)fe,jung,W,Bülach ZH,ZH02,VUTP,042_herauf_u(u)fe_jung_W_Bülach_ZH02_VUTP.flac,Wortschatz,Häufige Wörter,herauf,42
691,4,80,Kochschürze,Vorscher,jung,M,Saas-Grund VS,VS05,GXEB,080_Kochschürze_Vorscher_jung_M_Saas-Grund_VS05_GXEB.flac,Wortschatz,Haus und Garten,Kochschürze,80
692,10,218,Tanne (Geminate),n,alt,W,Fischingen TG,TG03,FPFX,218_Tanne_(Geminate)_n_alt_W_Fischingen_TG03_FPFX.flac,Lautung,Konsonanten,Tanne (Geminate),218
693,4,64,Giesskanne,Bschitter,jung,W,Zermatt VS,VS11,EBCW,064_Giesskanne_Bschitter_jung_W_Zermatt_VS11_EBCW.flac,Wortschatz,Haus und Garten,Giesskanne,64
694,13,266,"tragen, getragen","traage, trììt",jung,M,Frutigen BE,BE09,GKBV,"266_tragen,_getragen_traage,_trììt_jung_M_Frutigen_BE09_GKBV.flac",Grammatik,Verb,"tragen, getragen",266
695,18,328,gehen lassen,la gaa laa±,alt,M,Luzern LU,LU02,EFKS,328_gehen_lassen_la_gaa_laa-_alt_M_Luzern_LU02_EFKS.flac,Grammatik,Satzbau,gehen lassen,328
696,4,72,schaukeln,schauggle,jung,W,Schmitten GR,GR07,OKWW,072_schaukeln_schauggle_jung_W_Schmitten_GR07_OKWW.flac,Wortschatz,Haus und Garten,schaukeln,72
697,20,338,Grussformeln (morgens),Moin,jung,W,Grindelwald BE,BE10,SDYX,338_Grussformeln_(morgens)_Moin_jung_W_Grindelwald_BE10_SDYX.flac,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
698,6,110,Quetschfleck,Bleu(w)i±,jung,M,Zweisimmen BE,BE25,YFTY,110_Quetschfleck_Bleu(w)i-_jung_M_Zweisimmen_BE25_YFTY.flac,Wortschatz,Mensch,Quetschfleck,110
699,9,200,tief,äi ai,jung,W,Meiringen BE,BE17,SNDV,200_tief_äi_ai_jung_W_Meiringen_BE17_SNDV.flac,Lautung,Vokale,tief,200
700,5,88,Zwiebel,Belle,jung,M,Bosco Gurin TI,TI01,SSQE,088_Zwiebel_Belle_jung_M_Bosco_Gurin_TI01_SSQE.flac,Wortschatz,Essen und Trinken,Zwiebel,88
701,10,214,Rad,hinteres r,jung,M,Weinfelden TG,TG06,YNDU,214_Rad_hinteres_r_jung_M_Weinfelden_TG06_YNDU.flac,Lautung,Konsonanten,Rad,214
702,7,140,Schlittschuh laufen,schlittschüen(d)le,jung,M,Rafz ZH,ZH05,QKJG,140_Schlittschuh_laufen_schlittschüen(d)le_jung_M_Rafz_ZH05_QKJG.flac,Wortschatz,Gesellschaft,Schlittschuh laufen,140
703,9,146,Achse,a,alt,M,Sumiswald BE,BE22,EYLY,146_Achse_a_alt_M_Sumiswald_BE22_EYLY.flac,Lautung,Vokale,Achse,146
704,23,362,Vergleichstext,Lesesprache,jung,W,Vättis SG,SG11,BVDH,362_Vergleichstext_Lesesprache_jung_W_Vättis_SG11_BVDH.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
705,23,362,Vergleichstext,Lesesprache,alt,W,Möhlin AG,AG08,JKBX,362_Vergleichstext_Lesesprache_alt_W_Möhlin_AG08_JKBX.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
706,10,242,Patrick,Patrick,alt,M,Turtmann VS,VS09,OLBL,242_Patrick_Patrick_alt_M_Turtmann_VS09_OLBL.flac,Lautung,Konsonanten,Patrick,242
707,9,158,Küche,ù–o,alt,M,Zweisimmen BE,BE25,TUSD,158_Küche_ù–o_alt_M_Zweisimmen_BE25_TUSD.flac,Lautung,Vokale,Küche,158
708,0,252,Sprechgeschwindigkeit,schnell,jung,M,Ernen VS,VS02,SXHP,252_Sprechgeschwindigkeit_schnell_jung_M_Ernen_VS02_SXHP.flac,,,Sprechgeschwindigkeit,252
709,17,306,"drei Männer, Frauen, Kinder",drii drii drii,alt,W,Reckingen VS,VS04,KDYB,"306_drei_Männer,_Frauen,_Kinder_drii_drii_drii_alt_W_Reckingen_VS04_KDYB.flac",Grammatik,Genus,"drei Männer, Frauen, Kinder",306
710,4,80,Kochschürze,Fürtüechli,alt,M,Jaun FR,FR04,RSUK,080_Kochschürze_Fürtüechli_alt_M_Jaun_FR04_RSUK.flac,Wortschatz,Haus und Garten,Kochschürze,80
711,2,28,hier,hie,alt,M,Spiez Faulensee BE,BE08,EECM,028_hier_hie_alt_M_Spiez_Faulensee_BE08_EECM.flac,Wortschatz,Häufige Wörter,hier,28
712,4,60,Löwenzahn,Tätsch±,alt,W,Frick AG,AG04,TSAA,060_Löwenzahn_Tätsch-_alt_W_Frick_AG04_TSAA.flac,Wortschatz,Haus und Garten,Löwenzahn,60
713,9,146,Achse,à,jung,W,Zürich ZH,ZH07,GDJE,146_Achse_à_jung_W_Zürich_ZH07_GDJE.flac,Lautung,Vokale,Achse,146
714,20,338,Grussformeln (morgens),Guete Morge(d),alt,W,Bülach ZH,ZH02,BNAJ,338_Grussformeln_(morgens)_Guete_Morge(d)_alt_W_Bülach_ZH02_BNAJ.flac,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
715,4,68,Regenschirm,Schärm±,alt,W,Lauterbrunnen BE,BE16,FRFQ,068_Regenschirm_Schärm-_alt_W_Lauterbrunnen_BE16_FRFQ.flac,Wortschatz,Haus und Garten,Regenschirm,68
716,10,210,"Tag, Tanne (Anlaut)",t,alt,W,Frauenfeld TG,TG04,ACBR,"210_Tag,_Tanne_(Anlaut)_t_alt_W_Frauenfeld_TG04_ACBR.flac",Lautung,Konsonanten,"Tag, Tanne (Anlaut)",210
717,13,262,haben (Plural),hond hond hond,jung,M,Oberriet SG,SG07,EWCC,262_haben_(Plural)_hond_hond_hond_jung_M_Oberriet_SG07_EWCC.flac,Grammatik,Verb,haben (Plural),262
718,5,104,Schoggistängeli,Schoggeli,alt,M,Plaffeien FR,FR06,PDLD,104_Schoggistängeli_Schoggeli_alt_M_Plaffeien_FR06_PDLD.flac,Wortschatz,Essen und Trinken,Schoggistängeli,104
719,23,362,Vergleichstext,Lesesprache,jung,W,Herisau AR,AR01,DIYE,362_Vergleichstext_Lesesprache_jung_W_Herisau_AR01_DIYE.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
720,23,362,Vergleichstext,Lesesprache,alt,W,Weggis LU,LU05,DIZP,362_Vergleichstext_Lesesprache_alt_W_Weggis_LU05_DIZP.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
721,13,256,ich komme,chuma,jung,M,Davos-Frauenkirch GR,GR03,DHAM,256_ich_komme_chuma_jung_M_Davos-Frauenkirch_GR03_DHAM.flac,Grammatik,Verb,ich komme,256
722,9,150,Speck,e,alt,M,Linthal-Auen GL,GL01,ROMW,150_Speck_e_alt_M_Linthal-Auen_GL01_ROMW.flac,Lautung,Vokale,Speck,150
