ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio
724,10,210,"Tag, Tanne (Anlaut)",t,alt,W,Frauenfeld TG,TG04,ACBR,"210_Tag, Tanne (Anlaut)_t_alt_W_Frauenfeld_TG04_ACBR.wav"
725,13,262,haben (Plural),hond hond hond,jung,M,Oberriet SG,SG07,EWCC,262_haben (Plural)_hond hond hond_jung_M_Oberriet_SG07_EWCC.wav
726,5,104,Schoggistängeli,Schoggeli,alt,M,Plaffeien FR,FR06,PDLD,104_Schoggistängeli_Schoggeli_alt_M_Plaffeien_FR06_PDLD.wav
727,0,362,Vergleichstext,Lesesprache,jung,W,Herisau AR,AR01,DIYE,362_Vergleichstext_Lesesprache_jung_W_Herisau_AR01_DIYE.wav
728,0,362,Vergleichstext,Lesesprache,alt,W,Weggis LU,LU05,DIZP,362_Vergleichstext_Lesesprache_alt_W_Weggis_LU05_DIZP.wav
729,13,256,ich komme,chuma,jung,M,Davos-Frauenkirch GR,GR03,DHAM,256_ich komme_chuma_jung_M_Davos-Frauenkirch_GR03_DHAM.wav
730,9,150,Speck,e,alt,M,Linthal-Auen GL,GL01,ROMW,150_Speck_e_alt_M_Linthal-Auen_GL01_ROMW.wav
731,5,84,Heidelbeere,Beri,alt,M,Reckingen VS,VS04,DRXU,084_Heidelbeere_Beri_alt_M_Reckingen_VS04_DRXU.wav
732,5,94,Käsekruste,Croûton,alt,W,Münchenbuchsee BE,BE18,FAHE,094_Käsekruste_Croûton_alt_W_Münchenbuchsee_BE18_FAHE.wav
733,18,322,Mirjams Hut,ar a der Mirjams Huet,alt,M,Schwarzenburg BE,BE21,QZDY,322_Mirjams Hut_ar a der Mirjams Huet_alt_M_Schwarzenburg_BE21_QZDY.wav
734,5,96,Brotanschnitt,Scherbli±,jung,M,Muotathal SZ,SZ03,FJJI,096_Brotanschnitt_Scherbli±_jung_M_Muotathal_SZ03_FJJI.wav
735,5,96,Brotanschnitt,Gupf±,jung,M,St. Gallen SG,SG10,YIKI,096_Brotanschnitt_Gupf±_jung_M_St. Gallen_SG10_YIKI.wav
736,0,362,Vergleichstext,Lesesprache,jung,W,St. Gallen SG,SG10,UGGO,362_Vergleichstext_Lesesprache_jung_W_St. Gallen_SG10_UGGO.wav
737,7,136,plaudern,schnure,jung,M,Hospental UR,UR02,BDGM,136_plaudern_schnure_jung_M_Hospental_UR02_BDGM.wav
738,7,138,Taschentuch,Schnu(u)zlumpe,alt,W,Düdingen FR,FR01,LOHZ,138_Taschentuch_Schnu(u)zlumpe_alt_W_Düdingen_FR01_LOHZ.wav
739,6,116,Schnupfen,Schnüderi,jung,W,Escholzmatt LU,LU01,XPMD,116_Schnupfen_Schnüderi_jung_W_Escholzmatt_LU01_XPMD.wav
740,0,362,Vergleichstext,Lesesprache,alt,W,Obersaxen GR,GR05,AKVO,362_Vergleichstext_Lesesprache_alt_W_Obersaxen_GR05_AKVO.wav
741,0,362,Vergleichstext,Lesesprache,jung,W,Gurmels FR,FR03,BRVU,362_Vergleichstext_Lesesprache_jung_W_Gurmels_FR03_BRVU.wav
742,14,278,Bett Plural,Bette,jung,M,Appenzell AI,AI01,VRST,278_Bett Plural_Bette_jung_M_Appenzell_AI01_VRST.wav
743,7,132,kneifen,chlempe,alt,W,Adelboden BE,BE02,MBKO,132_kneifen_chlempe_alt_W_Adelboden_BE02_MBKO.wav
744,9,192,heuen,oi oü,jung,W,Spreitenbach AG,AG09,KPHL,192_heuen_oi oü_jung_W_Spreitenbach_AG09_KPHL.wav
745,6,118,urinieren,brünzle,alt,W,Mels SG,SG06,PCJF,118_urinieren_brünzle_alt_W_Mels_SG06_PCJF.wav
746,6,118,urinieren,zible,alt,M,Sumiswald BE,BE22,FXKN,118_urinieren_zible_alt_M_Sumiswald_BE22_FXKN.wav
747,13,256,ich komme,chume,jung,W,Sumiswald BE,BE22,BLZL,256_ich komme_chume_jung_W_Sumiswald_BE22_BLZL.wav
748,14,286,Bernerin,Bärneri,alt,W,Bauma + Saland ZH,ZH01,LMVO,286_Bernerin_Bärneri_alt_W_Bauma + Saland_ZH01_LMVO.wav
749,5,102,Schokolade,die Schoggi,alt,W,Winterthur ZH,ZH06,UMFL,102_Schokolade_die Schoggi_alt_W_Winterthur_ZH06_UMFL.wav
750,0,252,Sprechgeschwindigkeit,schnell,jung,W,Maur ZH,ZH04,CXMM,252_Sprechgeschwindigkeit_schnell_jung_W_Maur_ZH04_CXMM.wav
751,10,232,finden,n,jung,W,Düdingen FR,FR01,VHUA,232_finden_n_jung_W_Düdingen_FR01_VHUA.wav
752,7,124,Glasmurmeln,Bolei,alt,M,Solothurn SO,SO04,MAQI,124_Glasmurmeln_Bolei_alt_M_Solothurn_SO04_MAQI.wav
753,13,262,haben (Plural),hei(n) heit heint,alt,W,Zermatt VS,VS11,IJMG,262_haben (Plural)_hei(n) heit heint_alt_W_Zermatt_VS11_IJMG.wav
754,4,60,Löwenzahn,Ringelblueme,alt,W,Menziken AG,AG06,BOUD,060_Löwenzahn_Ringelblueme_alt_W_Menziken_AG06_BOUD.wav
755,3,46,Küken,Püti,alt,M,Saanen-Gstaad BE,BE20,FRBT,046_Küken_Püti_alt_M_Saanen-Gstaad_BE20_FRBT.wav
756,13,266,"tragen, getragen","traage, gitreit",alt,W,Schmitten GR,GR07,YLOG,"266_tragen, getragen_traage, gitreit_alt_W_Schmitten_GR07_YLOG.wav"
757,9,170,Eis (Vokal),ìj ei,alt,W,Engelberg OW,OW01,AGAO,170_Eis (Vokal)_ìj ei_alt_W_Engelberg_OW01_AGAO.wav
758,10,218,Tanne (Geminate),n,jung,W,Fischingen TG,TG03,NMCH,218_Tanne (Geminate)_n_jung_W_Fischingen_TG03_NMCH.wav
759,20,344,Grussformeln (abends),Grüessech,jung,W,Sumiswald BE,BE22,BLZL,344_Grussformeln (abends)_Grüessech_jung_W_Sumiswald_BE22_BLZL.wav
760,4,62,begiessen,bschitte,jung,W,Visp VS,VS10,CICD,062_begiessen_bschitte_jung_W_Visp_VS10_CICD.wav
761,0,362,Vergleichstext,Lesesprache,alt,W,Oberägeri ZG,ZG01,GAZV,362_Vergleichstext_Lesesprache_alt_W_Oberägeri_ZG01_GAZV.wav
762,6,110,Quetschfleck,Blaumo(o)se±,alt,M,Schwyz SZ,SZ04,KORE,110_Quetschfleck_Blaumo(o)se±_alt_M_Schwyz_SZ04_KORE.wav
763,3,52,Eidechse,Chläbtüechtschi,alt,W,Bosco Gurin TI,TI01,GJCI,052_Eidechse_Chläbtüechtschi_alt_W_Bosco Gurin_TI01_GJCI.wav
764,9,186,Geiss,ìì,alt,M,Adelboden BE,BE02,BGTK,186_Geiss_ìì_alt_M_Adelboden_BE02_BGTK.wav
765,6,112,Dutt,Gigg,alt,W,Obersaxen GR,GR05,AKVO,112_Dutt_Gigg_alt_W_Obersaxen_GR05_AKVO.wav
766,5,98,Butter,Britschi,jung,M,Obersaxen GR,GR05,BYRJ,098_Butter_Britschi_jung_M_Obersaxen_GR05_BYRJ.wav
767,13,262,haben (Plural),hew he(i)t hein,alt,W,Bosco Gurin TI,TI01,GJCI,262_haben (Plural)_hew he(i)t hein_alt_W_Bosco Gurin_TI01_GJCI.wav
768,6,112,Dutt,Chignon,jung,W,Bosco Gurin TI,TI01,FVIK,112_Dutt_Chignon_jung_W_Bosco Gurin_TI01_FVIK.wav
769,0,362,Vergleichstext,Lesesprache,jung,M,Luzern LU,LU02,FNUF,362_Vergleichstext_Lesesprache_jung_M_Luzern_LU02_FNUF.wav
770,13,256,ich komme,chu,jung,W,Bosco Gurin TI,TI01,FVIK,256_ich komme_chu_jung_W_Bosco Gurin_TI01_FVIK.wav
771,3,58,Schmetterling,Pipolder,jung,M,Mels SG,SG06,HGYK,058_Schmetterling_Pipolder_jung_M_Mels_SG06_HGYK.wav
772,7,124,Glasmurmeln,Chrückerli,jung,W,Gelterkinden BL,BL02,OWGL,124_Glasmurmeln_Chrückerli_jung_W_Gelterkinden_BL02_OWGL.wav
773,10,240,trinken,tringge,alt,W,Glarus GL,GL02,BDOI,240_trinken_tringge_alt_W_Glarus_GL02_BDOI.wav
774,9,158,Küche,u,jung,M,Bülach ZH,ZH02,HPNB,158_Küche_u_jung_M_Bülach_ZH02_HPNB.wav
775,4,62,begiessen,giesse,jung,W,Bettlach SO,SO01,DSMR,062_begiessen_giesse_jung_W_Bettlach_SO01_DSMR.wav
776,7,140,Schlittschuh laufen,schlööfle,alt,W,Blumenstein BE,BE05,TFBR,140_Schlittschuh laufen_schlööfle_alt_W_Blumenstein_BE05_TFBR.wav
777,14,274,Tanne Plural,Tanna Tanni,alt,M,Lauterbrunnen BE,BE16,HZVF,274_Tanne Plural_Tanna Tanni_alt_M_Lauterbrunnen_BE16_HZVF.wav
778,9,172,Brot,oe,alt,W,Oberriet SG,SG07,BTKD,172_Brot_oe_alt_W_Oberriet_SG07_BTKD.wav
779,9,178,schneien,äi ai,jung,W,Weinfelden TG,TG06,ZHR,178_schneien_äi ai_jung_W_Weinfelden_TG06_ZHR.wav
780,13,262,haben (Plural),hönd hönd hönd,alt,W,Ermatingen TG,TG02,AHQM,262_haben (Plural)_hönd hönd hönd_alt_W_Ermatingen_TG02_AHQM.wav
781,4,76,Schublade,Tricka,alt,M,Zermatt VS,VS11,KHMQ,076_Schublade_Tricka_alt_M_Zermatt_VS11_KHMQ.wav
782,4,78,Sofa,Gusch,jung,W,Reigoldswil BL,BL05,WVTO,078_Sofa_Gusch_jung_W_Reigoldswil_BL05_WVTO.wav
783,0,362,Vergleichstext,Lesesprache,alt,W,Ins BE,BE12,BFHL,362_Vergleichstext_Lesesprache_alt_W_Ins_BE12_BFHL.wav
784,13,270,bekommen,i krieg(e),jung,M,Schmitten GR,GR07,QVXX,270_bekommen_i krieg(e)_jung_M_Schmitten_GR07_QVXX.wav
785,5,100,Bonbon,Guezi,jung,M,Düdingen FR,FR01,VSXG,100_Bonbon_Guezi_jung_M_Düdingen_FR01_VSXG.wav
786,6,108,Sommersprossen,Himeschiss,alt,W,Vättis SG,SG11,CBHV,108_Sommersprossen_Himeschiss_alt_W_Vättis_SG11_CBHV.wav
787,0,362,Vergleichstext,Lesesprache,jung,W,Schänis SG,SG09,ORZO,362_Vergleichstext_Lesesprache_jung_W_Schänis_SG09_ORZO.wav
788,4,78,Sofa,Ruebett(li),alt,W,Grindelwald BE,BE10,KCUO,078_Sofa_Ruebett(li)_alt_W_Grindelwald_BE10_KCUO.wav
789,5,100,Bonbon,Züggi,alt,W,Glarus GL,GL02,BDOI,100_Bonbon_Züggi_alt_W_Glarus_GL02_BDOI.wav
790,0,362,Vergleichstext,Lesesprache,alt,W,Rafz ZH,ZH05,IJQQ,362_Vergleichstext_Lesesprache_alt_W_Rafz_ZH05_IJQQ.wav
791,17,308,Coop,das,jung,M,Thun BE,BE23,HMXR,308_Coop_das_jung_M_Thun_BE23_HMXR.wav
792,4,60,Löwenzahn,Milchblueme,alt,W,Eschenbach SG,SG03,LEJJ,060_Löwenzahn_Milchblueme_alt_W_Eschenbach_SG03_LEJJ.wav
793,0,362,Vergleichstext,Lesesprache,alt,W,Zermatt VS,VS11,IJMG,362_Vergleichstext_Lesesprache_alt_W_Zermatt_VS11_IJMG.wav
794,5,84,Heidelbeere,Höibe(e)ri,alt,W,Sursee LU,LU04,GOQI,084_Heidelbeere_Höibe(e)ri_alt_W_Sursee_LU04_GOQI.wav
795,3,48,Kater,Bure,alt,M,Jaun FR,FR04,MRDQ,048_Kater_Bure_alt_M_Jaun_FR04_MRDQ.wav
796,0,362,Vergleichstext,Lesesprache,jung,W,Weggis LU,LU05,EPQP,362_Vergleichstext_Lesesprache_jung_W_Weggis_LU05_EPQP.wav
797,13,266,"tragen, getragen","traage, trììt",alt,M,Schwarzenburg BE,BE21,QZDY,"266_tragen, getragen_traage, trììt_alt_M_Schwarzenburg_BE21_QZDY.wav"
798,3,56,Heuschrecke,Mattegumper,alt,M,Laufen BL,BL03,HBBQ,056_Heuschrecke_Mattegumper_alt_M_Laufen_BL03_HBBQ.wav
799,0,362,Vergleichstext,Lesesprache,jung,W,Langnau BE,BE15,LEGF,362_Vergleichstext_Lesesprache_jung_W_Langnau_BE15_LEGF.wav
800,13,264,sein (Plural),sönd sönd sönd,alt,M,Appenzell AI,AI01,VJUZ,264_sein (Plural)_sönd sönd sönd_alt_M_Appenzell_AI01_VJUZ.wav
801,4,64,Giesskanne,Wasserchanne,alt,M,Bosco Gurin TI,TI01,YDSB,064_Giesskanne_Wasserchanne_alt_M_Bosco Gurin_TI01_YDSB.wav
802,16,298,ich,ig bi(n) ig pi(n),alt,W,Niederbipp BE,BE19,FVTU,298_ich_ig bi(n) ig pi(n)_alt_W_Niederbipp_BE19_FVTU.wav
803,5,100,Bonbon,Zückerli Züggerli,alt,W,Schiers GR,GR06,ORWP,100_Bonbon_Zückerli Züggerli_alt_W_Schiers_GR06_ORWP.wav
804,9,170,Eis (Vokal),i,jung,M,Linthal-Auen GL,GL01,ZAHZ,170_Eis (Vokal)_i_jung_M_Linthal-Auen_GL01_ZAHZ.wav
805,18,332,Lass ihn gehen,la ne gaa±,jung,W,Frauenfeld TG,TG04,ZUYN,332_Lass ihn gehen_la ne gaa±_jung_W_Frauenfeld_TG04_ZUYN.wav
806,4,66,Pfütze,Gumpe,alt,M,Schmitten GR,GR07,WNIY,066_Pfütze_Gumpe_alt_M_Schmitten_GR07_WNIY.wav
807,11,248,Militär,MIlitär,alt,M,Saas-Grund VS,VS05,AMHY,248_Militär_MIlitär_alt_M_Saas-Grund_VS05_AMHY.wav
808,2,42,herauf,obsi obschi,jung,M,Reckingen VS,VS04,KDRC,042_herauf_obsi obschi_jung_M_Reckingen_VS04_KDRC.wav
809,5,82,Überrest eines Apfels,Güürbsi,jung,M,Zofingen AG,AG11,GKBE,082_Überrest eines Apfels_Güürbsi_jung_M_Zofingen_AG11_GKBE.wav
810,16,302,meine Cousine,miini,jung,W,Stans + Oberdorf NW,NW01,LAOE,302_meine Cousine_miini_jung_W_Stans + Oberdorf_NW01_LAOE.wav
811,9,190,Frauen,äu,alt,W,Bülach ZH,ZH02,BNAJ,190_Frauen_äu_alt_W_Bülach_ZH02_BNAJ.wav
812,21,354,Dankeserwiderung,'(Ist) gern geschehen',jung,W,Niederbipp BE,BE19,FMFX,354_Dankeserwiderung_'(Ist) gern geschehen'_jung_W_Niederbipp_BE19_FMFX.wav
813,10,234,Hund,nn,alt,M,Plaffeien FR,FR06,PDLD,234_Hund_nn_alt_M_Plaffeien_FR06_PDLD.wav
814,5,94,Käsekruste,Aabrennts±,jung,W,Jaun FR,FR04,WIAS,094_Käsekruste_Aabrennts±_jung_W_Jaun_FR04_WIAS.wav
815,10,236,Fenster,ei,alt,W,Brig + Ried VS,VS03,ZVDJ,236_Fenster_ei_alt_W_Brig + Ried_VS03_ZVDJ.wav
816,5,102,Schokolade,die Schoggi,jung,W,Winterthur ZH,ZH06,VJVC,102_Schokolade_die Schoggi_jung_W_Winterthur_ZH06_VJVC.wav
817,20,344,Grussformeln (abends),Grüezi,jung,W,Glarus GL,GL02,KXNF,344_Grussformeln (abends)_Grüezi_jung_W_Glarus_GL02_KXNF.wav
818,0,362,Vergleichstext,Lesesprache,alt,W,Schaffhausen SH,SH01,VETL,362_Vergleichstext_Lesesprache_alt_W_Schaffhausen_SH01_VETL.wav
819,7,132,kneifen,chnüüble,jung,M,Zug ZG,ZG02,ZFOJ,132_kneifen_chnüüble_jung_M_Zug_ZG02_ZFOJ.wav
820,13,262,haben (Plural),hend hend hend,alt,W,Fischingen TG,TG03,FPFX,262_haben (Plural)_hend hend hend_alt_W_Fischingen_TG03_FPFX.wav
821,13,266,"tragen, getragen","traage, getraage",alt,M,Davos-Frauenkirch GR,GR03,MGNO,"266_tragen, getragen_traage, getraage_alt_M_Davos-Frauenkirch_GR03_MGNO.wav"
822,9,172,Brot,ùe,alt,M,Jaun FR,FR04,MRDQ,172_Brot_ùe_alt_M_Jaun_FR04_MRDQ.wav
823,4,62,begiessen,bschitte,alt,M,Altdorf UR,UR01,KEDM,062_begiessen_bschitte_alt_M_Altdorf_UR01_KEDM.wav
824,0,362,Vergleichstext,Lesesprache,alt,W,Spiez Faulensee BE,BE08,JXIV,362_Vergleichstext_Lesesprache_alt_W_Spiez Faulensee_BE08_JXIV.wav
825,4,78,Sofa,Diwaan,alt,W,Bosco Gurin TI,TI01,YDSB,078_Sofa_Diwaan_alt_W_Bosco Gurin_TI01_YDSB.wav
826,4,62,begiessen,tränke,jung,M,Amriswil TG,TG01,TPQP,062_begiessen_tränke_jung_M_Amriswil_TG01_TPQP.wav
827,9,200,tief,aü äü,alt,M,Muotathal SZ,SZ03,AOLG,200_tief_aü äü_alt_M_Muotathal_SZ03_AOLG.wav
828,6,118,urinieren,seiche,alt,M,Unterschächen UR,UR03,UDXP,118_urinieren_seiche_alt_M_Unterschächen_UR03_UDXP.wav
829,7,124,Glasmurmeln,Glaschugle,alt,W,Schmitten GR,GR07,YLOG,124_Glasmurmeln_Glaschugle_alt_W_Schmitten_GR07_YLOG.wav
830,5,94,Käsekruste,Aaghockets,jung,M,Muotathal SZ,SZ03,FJJI,094_Käsekruste_Aaghockets_jung_M_Muotathal_SZ03_FJJI.wav
831,9,198,Füsse,iä,jung,W,Unterschächen UR,UR03,FIBD,198_Füsse_iä_jung_W_Unterschächen_UR03_FIBD.wav
832,0,362,Vergleichstext,Lesesprache,jung,W,Münchenbuchsee BE,BE18,CCWJ,362_Vergleichstext_Lesesprache_jung_W_Münchenbuchsee_BE18_CCWJ.wav
833,5,98,Butter,Aache,alt,W,Bosco Gurin TI,TI01,GJCI,098_Butter_Aache_alt_W_Bosco Gurin_TI01_GJCI.wav
834,2,30,nichts,nütz,alt,W,Appenzell AI,AI01,XVBP,030_nichts_nütz_alt_W_Appenzell_AI01_XVBP.wav
835,9,162,Abend (Vokal),àà–òò,jung,M,Oberriet SG,SG07,EWCC,162_Abend (Vokal)_àà–òò_jung_M_Oberriet_SG07_EWCC.wav
836,14,284,Hündchen,Hündi,alt,W,Adelboden BE,BE02,MBKO,284_Hündchen_Hündi_alt_W_Adelboden_BE02_MBKO.wav
837,10,224,folgen,folge,jung,W,Frauenfeld TG,TG04,ZUYN,224_folgen_folge_jung_W_Frauenfeld_TG04_ZUYN.wav
837,10,224,folgen,folge,jung,W,Frauenfeld TG,TG04,ZUYN,224_folgen_folge_jung_W_Frauenfeld_TG04_ZUYN.wav
838,6,120,Baby,Chind(li),alt,W,Ebnat-Kappel SG,SG02,LTSZ,120_Baby_Chind(li)_alt_W_Ebnat-Kappel_SG02_LTSZ.wav
839,3,52,Eidechse,Eidochs,alt,M,Frutigen BE,BE09,AQZL,052_Eidechse_Eidochs_alt_M_Frutigen_BE09_AQZL.wav
840,0,362,Vergleichstext,Lesesprache,jung,W,Blatten VS,VS01,GOLW,362_Vergleichstext_Lesesprache_jung_W_Blatten_VS01_GOLW.wav
841,5,96,Brotanschnitt,Gupf±,alt,M,St. Gallen SG,SG10,QVWW,096_Brotanschnitt_Gupf±_alt_M_St. Gallen_SG10_QVWW.wav
842,17,312,Tee,der,jung,W,Fischingen TG,TG03,NMCH,312_Tee_der_jung_W_Fischingen_TG03_NMCH.wav
843,0,252,Sprechgeschwindigkeit,langsam,alt,M,Brugg AG,AG03,MWVG,252_Sprechgeschwindigkeit_langsam_alt_M_Brugg_AG03_MWVG.wav
844,10,242,Patrick,Phatrick,alt,M,Gelterkinden BL,BL02,XPCV,242_Patrick_Phatrick_alt_M_Gelterkinden_BL02_XPCV.wav
845,9,198,Füsse,ee,alt,W,Meiringen BE,BE17,XVXT,198_Füsse_ee_alt_W_Meiringen_BE17_XVXT.wav
846,10,230,Darm,rm,alt,W,Spreitenbach AG,AG09,TNUQ,230_Darm_rm_alt_W_Spreitenbach_AG09_TNUQ.wav
847,16,300,dich-dir,dich,jung,W,Fischingen TG,TG03,NMCH,300_dich-dir_dich_jung_W_Fischingen_TG03_NMCH.wav
848,2,42,herauf,uehi,alt,M,Frutigen BE,BE09,AQZL,042_herauf_uehi_alt_M_Frutigen_BE09_AQZL.wav
849,6,112,Dutt,Güpfi±,alt,W,Merenschwand AG,AG07,JSHF,112_Dutt_Güpfi±_alt_W_Merenschwand_AG07_JSHF.wav
850,6,112,Dutt,Bolle,alt,W,Appenzell AI,AI01,VJUZ,112_Dutt_Bolle_alt_W_Appenzell_AI01_VJUZ.wav
851,0,362,Vergleichstext,Lesesprache,jung,W,Maur ZH,ZH04,CXMM,362_Vergleichstext_Lesesprache_jung_W_Maur_ZH04_CXMM.wav
852,4,64,Giesskanne,Sprützchanne,jung,M,Lauterbrunnen BE,BE16,XQYH,064_Giesskanne_Sprützchanne_jung_M_Lauterbrunnen_BE16_XQYH.wav
853,0,362,Vergleichstext,Lesesprache,jung,W,Frauenfeld TG,TG04,ZUYN,362_Vergleichstext_Lesesprache_jung_W_Frauenfeld_TG04_ZUYN.wav
854,0,362,Vergleichstext,Lesesprache,alt,W,Saas-Grund VS,VS05,QDBA,362_Vergleichstext_Lesesprache_alt_W_Saas-Grund_VS05_QDBA.wav
855,0,362,Vergleichstext,Lesesprache,jung,W,Lauterbrunnen BE,BE16,OWIM,362_Vergleichstext_Lesesprache_jung_W_Lauterbrunnen_BE16_OWIM.wav
856,0,362,Vergleichstext,Lesesprache,jung,W,Rheinwald Hinterrhein GR,GR10,VBCR,362_Vergleichstext_Lesesprache_jung_W_Rheinwald Hinterrhein_GR10_VBCR.wav
857,20,340,Grussformeln (mittags),Güete Morge(d),alt,M,Salgesch VS,VS06,CLEJ,340_Grussformeln (mittags)_Güete Morge(d)_alt_M_Salgesch_VS06_CLEJ.wav
858,0,362,Vergleichstext,Lesesprache,jung,W,Schaffhausen SH,SH01,LDAP,362_Vergleichstext_Lesesprache_jung_W_Schaffhausen_SH01_LDAP.wav
859,10,216,Eis (Konsonant),s,alt,W,Spreitenbach AG,AG09,TNUQ,216_Eis (Konsonant)_s_alt_W_Spreitenbach_AG09_TNUQ.wav
860,15,294,spät,spaat spaat,jung,W,Ebnat-Kappel SG,SG02,GPAK,294_spät_spaat spaat_jung_W_Ebnat-Kappel_SG02_GPAK.wav
861,7,124,Glasmurmeln,Marmle,jung,M,Zweisimmen BE,BE25,YFTY,124_Glasmurmeln_Marmle_jung_M_Zweisimmen_BE25_YFTY.wav
862,9,186,Geiss,äi,alt,W,Churwalden GR,GR02,IKIA,186_Geiss_äi_alt_W_Churwalden_GR02_IKIA.wav
863,9,192,heuen,aiw äiw,alt,W,Unterschächen UR,UR03,ZPGU,192_heuen_aiw äiw_alt_W_Unterschächen_UR03_ZPGU.wav
864,9,196,Bruder,ue,alt,W,Konolfingen BE,BE13,CMSY,196_Bruder_ue_alt_W_Konolfingen_BE13_CMSY.wav
865,4,60,Löwenzahn,Chrottepösche Chrotteblueme,alt,M,Maur ZH,ZH04,CJRU,060_Löwenzahn_Chrottepösche Chrotteblueme_alt_M_Maur_ZH04_CJRU.wav
866,4,78,Sofa,Couch,jung,W,Grabs SG,SG05,NWFD,078_Sofa_Couch_jung_W_Grabs_SG05_NWFD.wav
867,7,142,Kondukteur,Kontrolleur,alt,W,Chur + Masans GR,GR01,WJHB,142_Kondukteur_Kontrolleur_alt_W_Chur + Masans_GR01_WJHB.wav
868,13,270,bekommen,i(ch) berchume,alt,M,Ernen VS,VS02,OPGH,270_bekommen_i(ch) berchume_alt_M_Ernen_VS02_OPGH.wav
869,4,78,Sofa,Ggu(u)tschi,jung,W,Churwalden GR,GR02,LAKO,078_Sofa_Ggu(u)tschi_jung_W_Churwalden_GR02_LAKO.wav
870,17,306,"drei Männer, Frauen, Kinder",drii drii drüü,alt,W,Adelboden BE,BE02,MBKO,"306_drei Männer, Frauen, Kinder_drii drii drüü_alt_W_Adelboden_BE02_MBKO.wav"
871,9,172,Brot,ùe,jung,M,Jaun FR,FR04,DGSC,172_Brot_ùe_jung_M_Jaun_FR04_DGSC.wav
872,0,362,Vergleichstext,Lesesprache,jung,W,Oberägeri ZG,ZG01,TVET,362_Vergleichstext_Lesesprache_jung_W_Oberägeri_ZG01_TVET.wav
873,18,324,(der) Patrick,Patrick,jung,M,Interlaken Unterseen BE,BE24,KKHV,324_(der) Patrick_Patrick_jung_M_Interlaken Unterseen_BE24_KKHV.wav
874,5,102,Schokolade,die Schoggela,alt,M,Reckingen VS,VS04,DRXU,102_Schokolade_die Schoggela_alt_M_Reckingen_VS04_DRXU.wav
875,0,362,Vergleichstext,Lesesprache,alt,M,Mammern TG,TG05,VFBX,362_Vergleichstext_Lesesprache_alt_M_Mammern_TG05_VFBX.wav
876,6,106,Wange,Bagge,jung,W,Bauma + Saland ZH,ZH01,CLIB,106_Wange_Bagge_jung_W_Bauma + Saland_ZH01_CLIB.wav
877,5,94,Käsekruste,Satz,jung,W,Muotathal SZ,SZ03,OASX,094_Käsekruste_Satz_jung_W_Muotathal_SZ03_OASX.wav
878,14,276,Mann Plural,Man(n)e,alt,W,Langnau BE,BE15,ORZF,276_Mann Plural_Man(n)e_alt_W_Langnau_BE15_ORZF.wav
879,13,262,haben (Plural),hew he(i)t hein,jung,W,Bosco Gurin TI,TI01,FVIK,262_haben (Plural)_hew he(i)t hein_jung_W_Bosco Gurin_TI01_FVIK.wav
880,13,266,"tragen, getragen","trääge, gitreit",alt,W,Visp VS,VS10,QYGT,"266_tragen, getragen_trääge, gitreit_alt_W_Visp_VS10_QYGT.wav"
881,13,264,sein (Plural),si(n) sit sint,alt,W,Visp VS,VS10,QYGT,264_sein (Plural)_si(n) sit sint_alt_W_Visp_VS10_QYGT.wav
882,5,94,Käsekruste,Grosmueter Schwigermueter Stifmueter,alt,M,Ebnat-Kappel SG,SG02,CCOY,094_Käsekruste_Grosmueter Schwigermueter Stifmueter_alt_M_Ebnat-Kappel_SG02_CCOY.wav
883,17,306,"drei Männer, Frauen, Kinder",drei drei dröi,alt,W,Escholzmatt LU,LU01,LQUM,"306_drei Männer, Frauen, Kinder_drei drei dröi_alt_W_Escholzmatt_LU01_LQUM.wav"
884,10,236,Fenster,äi,alt,M,Zürich ZH,ZH07,JEAO,236_Fenster_äi_alt_M_Zürich_ZH07_JEAO.wav
885,10,234,Hund,nn,jung,W,Plaffeien FR,FR06,YDQV,234_Hund_nn_jung_W_Plaffeien_FR06_YDQV.wav
886,0,362,Vergleichstext,Lesesprache,alt,W,Konolfingen BE,BE13,CMSY,362_Vergleichstext_Lesesprache_alt_W_Konolfingen_BE13_CMSY.wav
887,14,284,Hündchen,Hindschi,jung,M,Simplon-Dorf VS,VS07,ESSD,284_Hündchen_Hindschi_jung_M_Simplon-Dorf_VS07_ESSD.wav
888,0,362,Vergleichstext,Lesesprache,jung,M,Plaffeien FR,FR06,GNMQ,362_Vergleichstext_Lesesprache_jung_M_Plaffeien_FR06_GNMQ.wav
889,9,154,Schlitten,e,jung,M,Ebnat-Kappel SG,SG02,LHAU,154_Schlitten_e_jung_M_Ebnat-Kappel_SG02_LHAU.wav
890,7,138,Taschentuch,Nastuech,alt,W,Frick AG,AG04,QXIH,138_Taschentuch_Nastuech_alt_W_Frick_AG04_QXIH.wav
891,0,362,Vergleichstext,Lesesprache,jung,W,Gränichen AG,AG05,GFPM,362_Vergleichstext_Lesesprache_jung_W_Gränichen_AG05_GFPM.wav
892,4,68,Regenschirm,Tach±,alt,M,Muotathal SZ,SZ03,AOLG,068_Regenschirm_Tach±_alt_M_Muotathal_SZ03_AOLG.wav
893,7,134,flüstern,chüschele±,alt,W,Aarberg BE,BE01,IMST,134_flüstern_chüschele±_alt_W_Aarberg_BE01_IMST.wav
